mode,condition,bw,flatness,peaks,topPeakPower,topPeakBW,fskPairs,fskValley,cv,duty,transitions,ook,baudRate,baudConf,costasScore,costasMode
psk31,snr3,70,0.2590,3,32.9,29.3,0,0,0.143,0.630,31.5,false,31.25,1.000,0.518,js8call
psk31,snr3,64,0.3198,3,33.0,29.3,0,0,0.143,0.645,31.5,false,31.25,1.000,0.495,js8call
psk31,snr3,70,0.2491,3,33.1,29.3,0,0,0.144,0.645,32.0,false,31.25,1.000,0.504,js8call
psk31,snr3,70,0.2540,2,32.3,35.2,0,0,0.151,0.615,34.5,false,31.25,1.000,0.345,ft8
psk31,snr3,58,0.4126,3,32.4,35.2,0,0,0.152,0.615,35.0,false,31.25,1.000,0.506,js8call
psk31,snr3,64,0.3171,3,32.7,29.3,0,0,0.144,0.640,31.5,false,31.25,1.000,0.518,js8call
psk31,snr3,58,0.4044,3,33.0,29.3,0,0,0.142,0.655,30.5,false,31.25,1.000,0.518,js8call
psk31,snr3,64,0.3212,2,32.3,35.2,0,0,0.151,0.620,34.5,false,31.25,1.000,0.342,ft8
psk31,snr3,64,0.3196,3,32.7,29.3,0,0,0.145,0.645,31.5,false,31.25,1.000,0.519,js8call
psk31,snr3,58,0.4088,3,33.3,29.3,0,0,0.147,0.640,32.0,false,31.25,1.000,0.514,js8call
psk31,snr3,58,0.4190,4,32.2,35.2,0,0,0.152,0.625,34.5,false,31.25,1.000,0.339,ft8
psk31,snr3,70,0.2551,3,32.9,29.3,0,0,0.144,0.640,31.5,false,31.25,1.000,0.507,js8call
psk31,snr3,58,0.4129,3,32.4,35.2,0,0,0.149,0.650,34.0,false,31.25,1.000,0.562,js8call
psk31,snr3,58,0.4169,3,32.4,35.2,0,0,0.150,0.610,35.0,false,31.25,1.000,0.515,js8call
psk31,snr0,58,0.4416,1,29.5,35.2,0,0,0.090,0.635,33.5,false,31.25,1.000,0.457,ft8
psk31,snr0,58,0.4098,1,29.8,29.3,0,0,0.082,0.630,31.0,false,31.25,1.000,0.510,js8call
psk31,snr0,52,0.5251,1,30.0,29.3,0,0,0.085,0.635,30.5,false,31.25,1.000,0.511,js8call
psk31,snr0,52,0.5838,1,29.0,35.2,0,0,0.089,0.605,34.5,false,31.25,1.000,0.344,ft8
psk31,snr0,58,0.4400,3,29.7,35.2,0,0,0.085,0.645,33.5,false,31.25,1.000,0.433,ft8
psk31,snr0,52,0.5798,1,29.3,35.2,0,0,0.087,0.640,34.0,false,31.25,1.000,0.559,js8call
psk31,snr0,58,0.4120,2,29.9,29.3,0,0,0.083,0.625,32.0,false,31.25,1.000,0.543,js8call
psk31,snr0,52,0.5747,1,29.3,35.2,0,0,0.089,0.625,34.0,false,31.25,1.000,0.497,js8call
psk31,snr0,52,0.5434,2,29.9,29.3,0,0,0.085,0.625,32.0,false,31.25,1.000,0.522,js8call
psk31,snr0,52,0.5825,1,29.0,35.2,0,0,0.093,0.635,34.5,false,31.25,1.000,0.344,ft8
psk31,snr0,58,0.4352,2,29.4,35.2,0,0,0.088,0.625,33.5,false,31.25,1.000,0.444,ft8
psk31,snr0,52,0.5868,1,29.0,35.2,0,0,0.090,0.635,34.5,false,31.25,1.000,0.350,ft8
psk31,snr0,52,0.5629,1,29.3,35.2,0,0,0.089,0.610,35.0,false,31.25,1.000,0.484,js8call
psk31,snr0,52,0.5720,1,29.3,35.2,0,0,0.093,0.625,35.0,false,31.25,1.000,0.498,js8call
psk31,snr0,58,0.4052,2,30.1,29.3,0,0,0.084,0.635,30.5,false,31.25,1.000,0.524,js8call
psk31,snr0,52,0.5807,1,29.0,35.2,0,0,0.090,0.625,34.5,false,31.25,1.000,0.353,ft8
psk31,snr0,58,0.4152,1,29.9,29.3,0,0,0.086,0.630,31.5,false,31.25,1.000,0.509,js8call
psk31,snr0,58,0.4102,2,30.0,29.3,0,0,0.087,0.620,31.0,false,31.25,1.000,0.515,js8call
psk31,snr0,58,0.4292,2,29.7,29.3,0,0,0.085,0.645,31.5,false,31.25,1.000,0.512,js8call
psk31,snr0,58,0.4403,1,29.2,35.2,0,0,0.088,0.625,34.5,false,31.25,1.000,0.646,js8call
psk31,snr0,52,0.5835,1,29.1,35.2,0,0,0.090,0.605,34.5,false,31.25,1.000,0.340,ft8
psk31,snr0,52,0.5693,1,29.3,35.2,0,0,0.089,0.610,35.0,false,31.25,1.000,0.557,js8call
psk31,snr0,58,0.4047,3,30.0,29.3,0,0,0.085,0.640,30.5,false,31.25,1.000,0.529,js8call
psk31,snr0,52,0.5733,1,28.8,35.2,0,0,0.091,0.620,34.5,false,31.25,1.000,0.349,ft8
psk31,snr0,58,0.4502,2,29.6,35.2,0,0,0.087,0.645,33.5,false,31.25,1.000,0.443,ft8
psk31,snr0,58,0.4257,1,29.6,29.3,0,0,0.087,0.625,32.5,false,31.25,1.000,0.513,js8call
psk31,snr0,58,0.4259,2,29.7,29.3,0,0,0.083,0.645,31.5,false,31.25,1.000,0.555,js8call
psk31,snr0,52,0.5725,1,29.2,35.2,0,0,0.093,0.610,34.5,false,31.25,1.000,0.338,ft8
psk31,snr0,58,0.4035,1,29.9,29.3,0,0,0.082,0.635,30.5,false,31.25,1.000,0.513,js8call
psk31,snr0,52,0.5686,2,29.5,35.2,0,0,0.088,0.620,33.5,false,31.25,1.000,0.458,ft8
psk31,snr-3,52,0.5542,1,26.8,29.3,0,0,0.043,0.640,32.0,false,31.25,1.000,0.510,js8call
psk31,snr-3,52,0.5420,1,26.7,29.3,0,0,0.041,0.600,32.5,false,31.25,1.000,0.495,js8call
psk31,snr-3,52,0.5612,1,26.3,29.3,0,0,0.044,0.635,33.5,false,31.25,1.000,0.524,js8call
psk31,snr-3,52,0.5261,1,26.5,29.3,0,0,0.041,0.580,33.0,false,31.25,1.000,0.547,js8call
psk31,snr-3,52,0.5429,1,26.6,29.3,0,0,0.045,0.615,32.5,false,31.25,1.000,0.538,js8call
psk31,snr-3,52,0.5741,1,25.9,35.2,0,0,0.045,0.595,35.5,false,31.25,1.000,0.366,js8call
psk31,snr-3,58,0.4347,1,26.5,29.3,0,0,0.041,0.630,33.5,false,31.25,1.000,0.430,js8call
psk31,snr-3,52,0.5409,1,26.5,29.3,0,0,0.044,0.575,32.5,false,31.25,1.000,0.518,js8call
psk31,snr-3,52,0.5203,1,26.4,29.3,0,0,0.042,0.615,31.0,false,31.25,1.000,0.599,js8call
psk31,snr-3,52,0.5691,1,25.7,35.2,0,0,0.044,0.610,36.5,false,31.25,1.000,0.325,ft8
psk31,snr-3,52,0.5794,1,26.0,35.2,0,0,0.043,0.580,33.5,false,31.25,1.000,0.357,ft8
psk31,snr-3,52,0.5690,1,25.9,35.2,0,0,0.047,0.610,33.5,false,31.25,1.000,0.319,ft8
psk31,snr-3,52,0.5871,1,26.0,35.2,0,0,0.044,0.620,35.5,false,31.25,1.000,0.660,js8call
psk31,snr-3,52,0.5867,1,25.9,35.2,0,0,0.044,0.600,35.0,false,31.25,1.000,0.504,js8call
psk31,snr-3,52,0.5352,1,26.7,29.3,0,0,0.044,0.615,34.0,false,31.25,1.000,0.537,js8call
psk31,snr-3,52,0.5828,1,26.1,35.2,0,0,0.045,0.570,32.5,false,31.25,1.000,0.653,js8call
psk31,snr-3,52,0.5719,1,26.0,35.2,0,0,0.046,0.600,36.0,false,31.25,1.000,0.492,js8call
psk31,snr-3,52,0.5386,1,26.5,29.3,0,0,0.042,0.630,29.0,false,31.25,1.000,0.512,js8call
psk31,snr-3,52,0.5675,1,26.0,35.2,0,0,0.044,0.590,34.0,false,31.25,1.000,0.487,js8call
psk31,snr-3,52,0.5479,1,26.5,29.3,0,0,0.043,0.580,33.0,false,31.25,1.000,0.653,ft8
psk31,snr-3,52,0.5829,1,25.7,35.2,0,0,0.044,0.595,35.5,false,31.25,1.000,0.351,ft8
psk31,snr-3,52,0.5295,1,26.7,29.3,0,0,0.044,0.585,33.0,false,31.25,1.000,0.551,js8call
psk31,snr-3,52,0.5909,1,26.2,35.2,0,0,0.046,0.615,38.0,false,31.25,1.000,0.439,ft8
psk31,snr-3,52,0.5399,1,26.4,29.3,0,0,0.041,0.625,30.5,false,31.25,1.000,0.503,js8call
psk31,snr-3,52,0.5899,1,25.8,35.2,0,0,0.044,0.590,34.5,false,31.25,1.000,0.377,ft8
psk31,snr-3,52,0.5473,1,26.6,29.3,0,0,0.042,0.635,36.0,false,31.25,1.000,0.571,js8call
psk31,snr-3,52,0.5394,1,26.4,29.3,0,0,0.041,0.595,34.0,false,31.25,1.000,0.566,js8call
psk31,snr-3,52,0.5694,1,25.9,35.2,0,0,0.044,0.645,36.0,false,31.25,1.000,0.541,js8call
psk31,snr-3,52,0.5769,1,25.9,35.2,0,0,0.046,0.580,32.0,false,31.25,1.000,0.472,js8call
psk31,snr-3,52,0.5263,1,26.7,29.3,0,0,0.044,0.600,32.5,false,31.25,1.000,0.510,js8call
psk31,offset-50Hz,1365,0.0000,20,112.8,35.2,10,0,0.289,0.626,34.3,false,100.00,1.000,0.567,js8call
psk31,offset-50Hz,1359,0.0000,20,112.5,35.2,10,0,0.293,0.621,34.8,false,100.00,1.000,0.340,ft8
psk31,offset-50Hz,1382,0.0000,20,113.2,35.2,10,0,0.282,0.652,31.8,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1382,0.0000,20,113.2,35.2,10,0,0.282,0.652,31.8,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1365,0.0000,20,112.1,35.2,10,0,0.292,0.616,35.4,false,100.00,1.000,0.491,js8call
psk31,offset-50Hz,1394,0.0000,20,112.6,35.2,10,0,0.290,0.621,34.8,false,100.00,1.000,0.348,ft8
psk31,offset-50Hz,1394,0.0000,20,112.6,35.2,10,0,0.288,0.631,33.8,false,100.00,1.000,0.471,ft8
psk31,offset-50Hz,1400,0.0000,20,113.1,35.2,10,0,0.279,0.662,30.8,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1394,0.0000,20,113.0,35.2,10,0,0.282,0.652,31.8,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1394,0.0000,20,113.2,35.2,10,0,0.281,0.657,31.3,false,100.00,1.000,0.329,js8call
psk31,offset-50Hz,1365,0.0000,20,112.8,35.2,10,0,0.289,0.626,34.3,false,100.00,1.000,0.567,js8call
psk31,offset-50Hz,1365,0.0000,20,112.1,35.2,10,0,0.292,0.616,35.4,false,100.00,1.000,0.491,js8call
psk31,offset-50Hz,1400,0.0000,20,113.2,29.3,10,0,0.284,0.646,32.3,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1394,0.0000,20,112.6,35.2,10,0,0.288,0.631,33.8,false,100.00,1.000,0.471,ft8
psk31,offset-50Hz,1365,0.0000,20,112.1,35.2,10,0,0.292,0.616,35.4,false,100.00,1.000,0.491,js8call
psk31,offset-50Hz,1394,0.0000,20,112.6,35.2,10,0,0.288,0.631,33.8,false,100.00,1.000,0.471,ft8
psk31,offset-50Hz,1365,0.0000,20,112.1,35.2,10,0,0.292,0.616,35.4,false,100.00,1.000,0.491,js8call
psk31,offset-50Hz,1400,0.0000,20,113.2,29.3,10,0,0.284,0.646,32.3,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1400,0.0000,20,113.2,29.3,10,0,0.284,0.646,32.3,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1400,0.0000,20,113.1,35.2,10,0,0.279,0.662,30.8,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1394,0.0000,20,113.2,35.2,10,0,0.281,0.657,31.3,false,100.00,1.000,0.329,js8call
psk31,offset-50Hz,1400,0.0000,20,113.2,29.3,10,0,0.284,0.646,32.3,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1365,0.0000,20,112.8,35.2,10,0,0.289,0.626,34.3,false,100.00,1.000,0.567,js8call
psk31,offset-50Hz,1394,0.0000,20,112.6,35.2,10,0,0.290,0.621,34.8,false,100.00,1.000,0.348,ft8
psk31,offset-50Hz,1365,0.0000,20,112.8,35.2,10,0,0.289,0.626,34.3,false,100.00,1.000,0.567,js8call
psk31,offset-50Hz,1400,0.0000,20,113.1,35.2,10,0,0.279,0.662,30.8,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1365,0.0000,20,112.8,35.2,10,0,0.289,0.626,34.3,false,100.00,1.000,0.567,js8call
psk31,offset-50Hz,1400,0.0000,20,113.2,29.3,10,0,0.284,0.646,32.3,false,100.00,1.000,0.523,js8call
psk31,offset-50Hz,1359,0.0000,20,112.5,35.2,10,0,0.293,0.621,34.8,false,100.00,1.000,0.340,ft8
psk31,offset-50Hz,1400,0.0000,20,113.1,35.2,10,0,0.279,0.662,30.8,false,100.00,1.000,0.523,js8call
psk31,offset-20Hz,1359,0.0000,20,113.7,35.2,9,0,0.447,0.429,64.1,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1359,0.0000,20,113.9,29.3,9,0,0.442,0.439,65.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1359,0.0000,20,113.9,29.3,9,0,0.442,0.439,65.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1359,0.0000,20,113.9,29.3,9,0,0.442,0.439,65.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1388,0.0000,20,112.8,35.2,10,0,0.455,0.424,63.1,false,31.25,1.000,0.298,ft8
psk31,offset-20Hz,1429,0.0000,20,113.7,35.2,9,0,0.450,0.460,64.6,false,31.25,1.000,0.310,ft8
psk31,offset-20Hz,1359,0.0000,20,113.7,35.2,9,0,0.447,0.429,64.1,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1394,0.0000,20,113.2,35.2,9,0,0.459,0.444,62.1,false,31.25,1.000,0.321,js8call
psk31,offset-20Hz,1435,0.0000,20,113.7,29.3,9,0,0.443,0.449,66.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1394,0.0000,20,113.2,35.2,9,0,0.459,0.444,62.1,false,31.25,1.000,0.321,js8call
psk31,offset-20Hz,1394,0.0000,20,113.2,35.2,9,0,0.459,0.444,62.1,false,31.25,1.000,0.321,js8call
psk31,offset-20Hz,1417,0.0000,20,113.7,29.3,9,0,0.445,0.460,65.7,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1359,0.0000,20,113.9,29.3,9,0,0.442,0.439,65.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1394,0.0000,20,113.2,35.2,9,0,0.459,0.444,62.1,false,31.25,1.000,0.321,js8call
psk31,offset-20Hz,1429,0.0000,20,113.7,35.2,9,0,0.450,0.460,64.6,false,31.25,1.000,0.310,ft8
psk31,offset-20Hz,1429,0.0000,20,113.7,35.2,9,0,0.450,0.460,64.6,false,31.25,1.000,0.310,ft8
psk31,offset-20Hz,1435,0.0000,20,113.7,29.3,9,0,0.443,0.449,66.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1423,0.0000,20,113.4,35.2,9,0,0.455,0.449,63.6,false,31.25,1.000,0.537,js8call
psk31,offset-20Hz,1453,0.0000,20,113.2,35.2,9,0,0.449,0.449,64.1,false,31.25,1.000,0.417,js8call
psk31,offset-20Hz,1359,0.0000,20,113.9,29.3,9,0,0.442,0.439,65.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1394,0.0000,20,113.2,35.2,9,0,0.459,0.444,62.1,false,31.25,1.000,0.321,js8call
psk31,offset-20Hz,1429,0.0000,20,113.7,35.2,9,0,0.450,0.460,64.6,false,31.25,1.000,0.310,ft8
psk31,offset-20Hz,1371,0.0000,20,113.1,35.2,10,0,0.451,0.424,62.6,false,31.25,1.000,0.551,js8call
psk31,offset-20Hz,1423,0.0000,20,113.4,35.2,9,0,0.455,0.449,63.6,false,31.25,1.000,0.537,js8call
psk31,offset-20Hz,1435,0.0000,20,113.7,29.3,9,0,0.443,0.449,66.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1453,0.0000,20,113.2,35.2,9,0,0.449,0.449,64.1,false,31.25,1.000,0.417,js8call
psk31,offset-20Hz,1435,0.0000,20,113.7,29.3,9,0,0.443,0.449,66.2,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1417,0.0000,20,113.7,29.3,9,0,0.445,0.460,65.7,false,31.25,1.000,0.398,js8call
psk31,offset-20Hz,1394,0.0000,20,113.2,35.2,9,0,0.459,0.444,62.1,false,31.25,1.000,0.321,js8call
psk31,offset-20Hz,1429,0.0000,20,113.7,35.2,9,0,0.450,0.460,64.6,false,31.25,1.000,0.310,ft8
psk31,offset-10Hz,1365,0.0000,20,116.4,23.4,10,0,0.547,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1429,0.0000,20,115.2,52.7,9,0,0.545,0.579,47.2,false,31.25,1.000,0.310,ft8
psk31,offset-10Hz,1412,0.0000,20,116.6,23.4,9,0,0.546,0.553,40.6,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1412,0.0000,20,116.6,23.4,9,0,0.546,0.553,40.6,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1347,0.0000,20,115.3,46.9,9,0,0.545,0.574,42.6,false,31.25,1.000,0.557,js8call
psk31,offset-10Hz,1412,0.0000,20,116.4,35.2,9,0,0.538,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1365,0.0000,20,116.6,17.6,9,0,0.552,0.543,40.1,false,31.25,1.000,0.504,ft8
psk31,offset-10Hz,1347,0.0000,20,116.0,35.2,10,0,0.539,0.553,42.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1347,0.0000,20,115.3,46.9,9,0,0.545,0.574,42.6,false,31.25,1.000,0.557,js8call
psk31,offset-10Hz,1365,0.0000,20,116.6,17.6,9,0,0.552,0.543,40.1,false,31.25,1.000,0.504,ft8
psk31,offset-10Hz,1347,0.0000,20,116.0,35.2,10,0,0.539,0.553,42.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1347,0.0000,20,116.9,29.3,9,0,0.557,0.538,39.6,false,31.25,1.000,0.414,ft8
psk31,offset-10Hz,1347,0.0000,20,116.0,35.2,10,0,0.539,0.553,42.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1365,0.0000,20,116.6,17.6,9,0,0.552,0.543,40.1,false,31.25,1.000,0.504,ft8
psk31,offset-10Hz,1429,0.0000,20,115.2,52.7,9,0,0.545,0.579,47.2,false,31.25,1.000,0.310,ft8
psk31,offset-10Hz,1412,0.0000,20,116.6,23.4,9,0,0.546,0.553,40.6,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1347,0.0000,20,116.9,29.3,9,0,0.557,0.538,39.6,false,31.25,1.000,0.414,ft8
psk31,offset-10Hz,1347,0.0000,20,116.0,35.2,10,0,0.539,0.553,42.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1365,0.0000,20,116.4,23.4,10,0,0.547,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1382,0.0000,20,116.4,41.0,9,0,0.552,0.543,41.1,false,31.25,1.000,0.414,ft8
psk31,offset-10Hz,1365,0.0000,20,116.4,23.4,10,0,0.547,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1412,0.0000,20,116.4,35.2,9,0,0.538,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1412,0.0000,20,116.4,35.2,9,0,0.538,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1347,0.0000,20,115.3,46.9,9,0,0.545,0.574,42.6,false,31.25,1.000,0.557,js8call
psk31,offset-10Hz,1412,0.0000,20,116.6,23.4,9,0,0.546,0.553,40.6,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1412,0.0000,20,116.4,35.2,9,0,0.538,0.543,40.1,false,31.25,1.000,0.435,js8call
psk31,offset-10Hz,1382,0.0000,20,116.4,41.0,9,0,0.552,0.543,41.1,false,31.25,1.000,0.414,ft8
psk31,offset-10Hz,1429,0.0000,20,115.2,52.7,9,0,0.545,0.579,47.2,false,31.25,1.000,0.310,ft8
psk31,offset-10Hz,1347,0.0000,20,115.3,46.9,9,0,0.545,0.574,42.6,false,31.25,1.000,0.557,js8call
psk31,offset-10Hz,1365,0.0000,20,116.6,17.6,9,0,0.552,0.543,40.1,false,31.25,1.000,0.504,ft8
psk31,offset-5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset-5Hz,1412,0.0000,20,116.2,41.0,10,0,0.579,0.460,29.8,false,31.25,1.000,0.536,ft8
psk31,offset-5Hz,1412,0.0000,20,115.4,41.0,9,0,0.567,0.490,30.8,false,31.25,1.000,0.562,ft8
psk31,offset-5Hz,1470,0.0000,20,116.6,35.2,9,0,0.581,0.490,29.8,false,31.25,1.000,0.673,ft8
psk31,offset-5Hz,1470,0.0000,20,116.6,35.2,9,0,0.581,0.490,29.8,false,31.25,1.000,0.673,ft8
psk31,offset-5Hz,1458,0.0000,20,116.8,35.2,9,0,0.586,0.434,29.8,false,31.25,1.000,0.739,ft8
psk31,offset-5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset-5Hz,1470,0.0000,20,116.6,35.2,9,0,0.581,0.490,29.8,false,31.25,1.000,0.673,ft8
psk31,offset-5Hz,1458,0.0000,20,117.6,29.3,9,0,0.587,0.449,24.2,true,31.25,1.000,0.513,js8call
psk31,offset-5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset-5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset-5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset-5Hz,1412,0.0000,20,117.0,35.2,10,0,0.570,0.460,28.8,false,31.25,1.000,0.410,js8call
psk31,offset-5Hz,1412,0.0000,20,117.0,35.2,10,0,0.570,0.460,28.8,false,31.25,1.000,0.410,js8call
psk31,offset-5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset-5Hz,1412,0.0000,20,116.1,41.0,9,0,0.566,0.470,30.8,false,31.25,1.000,0.486,ft8
psk31,offset-5Hz,1458,0.0000,20,117.6,29.3,9,0,0.587,0.449,24.2,true,31.25,1.000,0.513,js8call
psk31,offset-5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset-5Hz,1412,0.0000,20,116.1,41.0,9,0,0.566,0.470,30.8,false,31.25,1.000,0.486,ft8
psk31,offset-5Hz,1412,0.0000,20,115.4,41.0,9,0,0.567,0.490,30.8,false,31.25,1.000,0.562,ft8
psk31,offset-5Hz,1412,0.0000,20,116.2,41.0,10,0,0.579,0.460,29.8,false,31.25,1.000,0.536,ft8
psk31,offset-5Hz,1412,0.0000,20,117.0,35.2,10,0,0.570,0.460,28.8,false,31.25,1.000,0.410,js8call
psk31,offset-5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
psk31,offset-5Hz,1412,0.0000,20,117.0,35.2,10,0,0.570,0.460,28.8,false,31.25,1.000,0.410,js8call
psk31,offset-5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset-5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
psk31,offset-5Hz,1458,0.0000,20,117.6,29.3,9,0,0.587,0.449,24.2,true,31.25,1.000,0.513,js8call
psk31,offset-5Hz,1412,0.0000,20,115.4,41.0,9,0,0.567,0.490,30.8,false,31.25,1.000,0.562,ft8
psk31,offset-5Hz,1412,0.0000,20,117.0,35.2,10,0,0.570,0.460,28.8,false,31.25,1.000,0.410,js8call
psk31,offset-5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset5Hz,1412,0.0000,20,116.1,41.0,9,0,0.566,0.470,30.8,false,31.25,1.000,0.486,ft8
psk31,offset5Hz,1412,0.0000,20,115.4,41.0,9,0,0.567,0.490,30.8,false,31.25,1.000,0.562,ft8
psk31,offset5Hz,1412,0.0000,20,116.2,41.0,10,0,0.579,0.460,29.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1412,0.0000,20,116.1,41.0,9,0,0.566,0.470,30.8,false,31.25,1.000,0.486,ft8
psk31,offset5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1458,0.0000,20,116.8,35.2,9,0,0.586,0.434,29.8,false,31.25,1.000,0.739,ft8
psk31,offset5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset5Hz,1470,0.0000,20,116.6,35.2,9,0,0.581,0.490,29.8,false,31.25,1.000,0.673,ft8
psk31,offset5Hz,1470,0.0000,20,117.3,41.0,9,0,0.572,0.480,31.8,false,31.25,1.000,0.298,js8call
psk31,offset5Hz,1458,0.0000,20,116.8,35.2,9,0,0.586,0.434,29.8,false,31.25,1.000,0.739,ft8
psk31,offset5Hz,1412,0.0000,20,115.4,41.0,9,0,0.567,0.490,30.8,false,31.25,1.000,0.562,ft8
psk31,offset5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset5Hz,1412,0.0000,20,116.2,41.0,10,0,0.579,0.460,29.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1412,0.0000,20,117.0,35.2,10,0,0.570,0.460,28.8,false,31.25,1.000,0.410,js8call
psk31,offset5Hz,1412,0.0000,20,116.1,41.0,9,0,0.566,0.470,30.8,false,31.25,1.000,0.486,ft8
psk31,offset5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset5Hz,1406,0.0000,20,116.5,41.0,9,0,0.575,0.561,33.8,false,31.25,1.000,0.688,ft8
psk31,offset5Hz,1412,0.0000,20,116.1,41.0,9,0,0.566,0.470,30.8,false,31.25,1.000,0.486,ft8
psk31,offset5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1458,0.0000,20,116.8,35.2,9,0,0.586,0.434,29.8,false,31.25,1.000,0.739,ft8
psk31,offset5Hz,1470,0.0000,20,116.6,35.2,9,0,0.581,0.490,29.8,false,31.25,1.000,0.673,ft8
psk31,offset5Hz,1412,0.0000,20,116.2,41.0,10,0,0.579,0.460,29.8,false,31.25,1.000,0.536,ft8
psk31,offset5Hz,1470,0.0000,20,116.6,35.2,9,0,0.581,0.490,29.8,false,31.25,1.000,0.673,ft8
psk31,offset5Hz,1412,0.0000,20,116.8,35.2,9,0,0.574,0.460,28.8,false,31.25,1.000,0.536,ft8
